1,1,MIA,8,MIL
2,4,BKN,5,CHI
3,3,IND,6,ATL
4,2,NYK,7,BOS
5,1,OKC,8,HOU
6,4,LAC,5,MEM
7,3,DEN,6,GS
8,2,SA,7,LAL
